pos/img_5.jpg 1 0 0 80 72 
pos/img_37.jpg 1 0 0 80 72 
pos/img_30.jpg 1 0 0 80 72 
pos/img_31.jpg 1 0 0 80 72 
pos/img_4.jpg 1 0 0 80 72 
pos/img_2.jpg 1 0 0 80 72 
pos/img_35.jpg 1 0 0 80 72 
pos/img_22.jpg 1 0 0 80 72 
pos/img_1.jpg 1 0 0 80 72 
pos/img_9.jpg 1 0 0 80 72 
pos/img_19.jpg 1 0 0 80 72 
pos/img_17.jpg 1 0 0 80 72 
pos/img_20.jpg 1 0 0 80 72 
pos/img_16.jpg 1 0 0 80 72 
pos/img_15.jpg 1 0 0 80 72 
pos/img_33.jpg 1 0 0 80 72 
pos/img_14.jpg 1 0 0 80 72 
pos/img_25.jpg 1 0 0 80 72 
pos/img_23.jpg 1 0 0 80 72 
pos/img_32.jpg 1 0 0 80 72 
pos/img_21.jpg 1 0 0 80 72 
pos/img_0.jpg 1 0 0 80 72 
pos/img_26.jpg 1 0 0 80 72 
pos/img_13.jpg 1 0 0 80 72 
pos/img_8.jpg 1 0 0 80 72 
pos/img_29.jpg 1 0 0 80 72 
pos/img_28.jpg 1 0 0 80 72 
pos/img_27.jpg 1 0 0 80 72 
pos/img_18.jpg 1 0 0 80 72 
pos/img_10.jpg 1 0 0 80 72 
pos/img_34.jpg 1 0 0 80 72 
pos/img_24.jpg 1 0 0 80 72 
pos/img_7.jpg 1 0 0 80 72 
pos/img_6.jpg 1 0 0 80 72 
pos/img_3.jpg 1 0 0 80 72 
pos/img_11.jpg 1 0 0 80 72 
pos/img_12.jpg 1 0 0 80 72 
pos/img_36.jpg 1 0 0 80 72 
